Item Name,Category,Brand Name,Device Age,Device Condition,Material Recovery Rate,Device Type,Year of Manufacture,Market Value of Metals,Cost of Recovery,Profit,Gold (g),Aluminum (g),Silver (g),Carbon (g),Platinum (g),Rhodium (g),Nickel (g),Tin (g),Lithium (g),Current Metal Value ($),Recycling Score
Yamaha Receiver,Cat3,Apple,28,Good,65.93,Consumer Electronics,1993,433.26,12.91,420.35,2.47,46.6,2.41,8.63,1.79,0.07,7.82,0.01,4.1,259.41109600000004,5
Nest Thermostat,Cat1,Sony,30,Broken,52.02,Consumer Electronics,2015,550.85,41.01,509.84,1.97,43.21,1.91,8.15,1.65,0.43,14.62,3.42,4.69,433.54254699999996,3
Nest Thermostat,Cat3,Samsung,12,Good,59.08,Consumer Electronics,2002,456.42,26.97,429.45,1.29,21.65,1.97,2.74,1.42,0.62,10.13,0.95,4.34,496.510625,5
Yamaha Receiver,Cat3,HP,2,Average,83.83,IT Equipment,2020,423.48,14.71,408.77,1.33,18.36,2.28,1.1,1.23,0.57,11.37,4.91,0.76,459.54844599999996,5
iPhone 12,Cat4,Dell,24,Good,91.08,Appliance,2016,489.75,13.28,476.47,1.92,10.45,0.55,4.38,1.72,0.92,7.93,1.25,4.75,714.616945,4
Sony Bravia TV,Cat4,Philips,2,Average,69.75,Consumer Electronics,2007,446.11,11.95,434.16,2.38,22.01,1.01,5.19,0.63,0.48,11.3,0.04,4.28,426.969299,4
Galaxy Note 20,Cat1,Panasonic,18,Average,73.33,IT Equipment,2011,399.55,24.96,374.59,3.42,22.65,1.78,7.52,0.61,0.48,3.06,3.24,1.22,477.084269,3
GoPro Hero 9,Cat4,Samsung,24,Broken,75.78,Appliance,2020,513.43,24.33,489.1,4.22,10.12,0.68,0.06,0.94,0.74,2.48,2.62,4.77,682.7313919999999,4
MacBook Pro,Cat3,HP,24,Average,59.8,IT Equipment,2019,619.82,18.2,601.62,3.91,1.92,1.4,1.71,0.53,0.86,11.22,2.19,5.67,714.886614,5
Surface Pro 7,Cat3,Sony,17,Good,93.14,IT Equipment,1997,436.04,44.32,391.72,1.74,0.15,2.51,0.97,0.92,0.24,6.15,4.19,6.37,274.556839,5
Samsung Galaxy Watch 3,Cat1,Sony,11,Good,50.0,Appliance,1994,425.74,8.09,417.65,1.17,40.72,2.96,1.59,0.09,0.61,8.56,2.87,3.49,414.16610199999997,3
GoPro Hero 9,Cat3,Sony,24,Broken,63.24,Appliance,1995,353.74,8.99,344.75,4.19,13.62,0.58,7.54,0.25,0.45,0.29,1.04,1.76,477.707394,5
Samsung Blu-ray Player,Cat4,Lenovo,27,Good,61.65,Consumer Electronics,2001,283.8,41.2,242.6,0.5,48.29,0.02,1.69,1.67,0.64,7.26,0.89,0.4,481.058979,4
Google Home,Cat2,HP,23,Broken,62.0,Consumer Electronics,1998,341.8,9.7,332.1,0.55,14.66,0.88,7.06,1.47,0.9,2.23,4.37,2.36,622.378992,4
Nest Thermostat,Cat4,Samsung,6,Good,64.8,Consumer Electronics,1990,494.29,43.18,451.11,4.18,2.89,2.52,5.25,0.73,0.11,6.2,2.75,4.87,309.624735,4
Samsung Galaxy Watch 3,Cat1,Apple,22,Average,56.66,Consumer Electronics,1990,538.74,34.79,503.95,3.91,2.23,0.76,1.01,1.96,0.62,4.38,3.34,5.03,653.481699,3
Surface Laptop 4,Cat4,Panasonic,18,Good,75.98,Consumer Electronics,2020,380.98,41.33,339.65,1.26,29.73,1.86,6.38,1.94,0.76,5.29,0.48,1.32,602.696693,4
Bose SoundLink,Cat1,Philips,11,Broken,94.1,Consumer Electronics,2009,437.3,34.69,402.61,1.66,47.64,1.11,7.16,0.79,0.66,9.08,3.3,3.07,503.33123,3
Apple Watch Series 6,Cat2,Toshiba,1,Average,76.99,Consumer Electronics,2010,579.87,31.76,548.11,4.7,42.88,1.86,2.17,0.7,0.49,9.52,1.8,3.62,550.93574,4
Pioneer AV Receiver,Cat2,HP,28,Broken,86.79,Consumer Electronics,2023,277.85,48.15,229.7,0.6,33.29,0.69,5.77,1.6,0.13,7.37,4.5,1.78,190.545475,4
Fire TV Stick,Cat4,HP,6,Broken,93.29,Appliance,1991,494.33,22.5,471.83,2.27,48.78,2.68,6.5,0.99,0.64,12.42,2.13,1.06,533.2890880000001,4
Apple TV 4K,Cat1,Toshiba,29,Broken,77.58,IT Equipment,1993,365.38,25.56,339.82,0.43,46.34,2.64,5.27,0.54,0.73,10.22,2.77,0.18,470.1945719999999,3
Roku Ultra,Cat2,LG,12,Broken,54.46,IT Equipment,1999,451.38,42.98,408.4,0.37,22.6,1.29,7.03,1.0,0.45,13.81,1.99,6.82,331.319824,4
Ring Doorbell,Cat3,HP,8,Good,92.69,Appliance,2016,527.65,19.46,508.19,3.07,0.09,2.07,6.57,1.96,0.5,7.7,1.63,4.86,544.187053,5
LG Sound Bar,Cat1,Samsung,7,Broken,93.99,Consumer Electronics,2021,459.37,30.42,428.95,4.86,17.6,0.43,9.18,0.88,0.8,0.39,3.16,0.97,744.822426,3
Panasonic Viera,Cat1,LG,24,Broken,51.36,Consumer Electronics,2004,348.6,7.59,341.01,0.03,29.21,0.84,2.98,1.86,0.84,8.83,2.4,1.08,583.2836049999999,3
Ring Doorbell,Cat4,Toshiba,1,Broken,94.37,Appliance,2021,661.25,9.95,651.3,4.93,35.88,1.6,6.24,0.47,0.79,12.78,3.42,3.39,721.7008320000001,4
Galaxy Tab S7,Cat2,Apple,5,Good,60.86,Appliance,1995,411.29,17.4,393.89,3.17,29.62,0.62,8.01,1.28,0.64,1.26,1.76,2.99,591.854886,4
Sony Alpha A7,Cat4,Apple,1,Good,71.51,Consumer Electronics,2021,424.62,6.88,417.74,2.9,41.97,2.07,8.6,1.61,0.17,3.48,2.72,3.74,327.94414700000004,4
ThinkPad X1,Cat1,Dell,11,Good,81.88,Appliance,2020,461.82,28.01,433.81,2.41,2.68,2.7,3.4,0.72,0.29,10.61,3.05,3.81,325.31507,3
ThinkPad X1,Cat1,Sony,3,Average,74.24,Appliance,2005,470.76,16.65,454.11,4.42,40.78,1.62,1.23,0.18,0.21,7.18,1.44,3.42,348.672714,3
Nikon D850,Cat4,Apple,7,Broken,62.79,Appliance,1998,514.84,22.34,492.5,2.02,18.56,2.48,9.02,1.89,0.52,6.25,1.77,6.47,500.723862,4
iPad Pro,Cat1,Sony,3,Good,60.88,IT Equipment,1994,190.3,22.27,168.03,0.02,1.29,0.95,3.34,0.56,0.59,4.35,0.73,0.48,369.727653,3
Roku Ultra,Cat4,Sony,6,Broken,80.08,Consumer Electronics,2010,613.43,32.83,580.6,4.53,3.52,2.86,5.13,1.37,0.77,6.04,0.48,4.59,739.418868,4
Sony Alpha A7,Cat1,Samsung,9,Average,91.6,IT Equipment,1991,427.82,42.26,385.56,4.39,1.8,0.55,1.66,1.28,0.67,1.28,2.98,0.89,668.6989980000001,3
Panasonic Viera,Cat2,Philips,14,Good,66.25,Consumer Electronics,1994,642.47,33.01,609.46,3.93,49.02,2.52,5.92,0.82,0.23,14.63,2.11,6.75,371.331376,4
Sony Bravia TV,Cat4,Philips,12,Good,57.84,Consumer Electronics,1993,217.14,37.62,179.52,0.36,11.92,0.58,6.82,0.63,0.48,4.29,3.64,0.72,327.047704,4
MacBook Pro,Cat1,LG,25,Average,72.65,Consumer Electronics,2010,365.02,32.2,332.82,2.52,43.89,0.27,9.4,0.51,0.34,0.49,4.43,5.09,346.84129300000006,3
Fire TV Stick,Cat4,Dell,3,Broken,63.35,Appliance,2015,292.03,44.51,247.52,1.79,10.06,1.95,1.56,1.41,0.33,4.32,0.83,0.34,353.850818,4
Google Home,Cat3,HP,20,Good,69.53,IT Equipment,2020,614.47,24.29,590.18,4.66,7.31,2.81,7.82,0.53,0.84,14.31,2.4,0.09,740.592185,5
Galaxy Note 20,Cat1,Panasonic,11,Broken,71.04,Consumer Electronics,1994,327.84,31.81,296.03,2.36,38.12,0.19,8.46,1.26,0.64,4.17,0.48,0.25,550.497678,3
GoPro Hero 9,Cat4,HP,14,Good,85.25,Appliance,2001,283.45,13.51,269.94,0.09,34.55,0.95,7.95,0.14,0.98,0.37,1.68,3.4,574.470953,4
Apple Watch Series 6,Cat4,Panasonic,13,Average,66.51,Appliance,1996,301.58,8.62,292.96,2.16,36.39,1.47,4.18,0.98,0.46,1.12,1.6,0.77,423.286525,4
Galaxy S21,Cat3,Lenovo,11,Average,88.96,Appliance,2003,557.31,44.94,512.37,3.9,37.22,0.92,4.68,0.95,0.36,8.03,2.37,6.9,450.293712,5
Denon AV Receiver,Cat4,Apple,5,Broken,76.09,IT Equipment,2023,448.31,11.94,436.37,4.25,3.19,0.74,2.3,1.97,0.42,5.52,2.22,1.01,555.709167,4
Sony Bravia TV,Cat3,Toshiba,18,Broken,68.1,IT Equipment,2024,426.97,19.54,407.43,2.62,20.74,1.37,1.76,0.35,0.4,5.77,2.3,5.22,378.18222,5
Sony Bravia TV,Cat4,Sony,12,Average,70.77,IT Equipment,2014,357.61,12.94,344.67,3.96,7.78,0.79,6.14,0.16,0.41,0.18,3.63,1.88,438.827358,4
ThinkPad X1,Cat1,Dell,27,Good,55.13,Consumer Electronics,2007,342.6,27.62,314.98,1.89,9.99,1.63,3.39,1.21,0.33,7.36,4.91,0.15,347.964731,3
Oculus Quest 2,Cat2,Dell,5,Broken,84.64,Consumer Electronics,1998,308.87,24.65,284.22,0.86,8.98,0.41,3.77,0.13,0.19,14.25,4.36,2.03,158.83677600000001,4
ThinkPad X1,Cat4,Dell,5,Average,58.63,IT Equipment,2007,367.98,36.3,331.68,2.48,29.17,0.04,4.98,0.15,0.21,14.22,1.15,2.0,250.75051499999998,4
iPhone 11,Cat4,Samsung,13,Average,82.58,Appliance,2002,403.88,11.86,392.02,0.63,29.72,1.24,5.38,1.66,0.61,13.83,2.38,1.34,470.58770799999996,4
Surface Pro 7,Cat2,Sony,8,Good,76.53,Consumer Electronics,2022,358.37,6.44,351.93,0.31,34.26,1.65,4.87,0.76,0.11,12.45,0.79,5.67,120.771294,4
MacBook Air,Cat2,Panasonic,5,Good,58.54,Consumer Electronics,2019,520.62,25.43,495.19,0.92,27.74,2.3,5.74,1.36,0.94,7.21,4.25,5.71,658.8358400000001,4
Harman Kardon Speaker,Cat2,Sony,24,Average,78.89,Consumer Electronics,1992,651.04,7.73,643.31,4.29,8.1,2.29,2.01,1.5,0.79,13.07,1.23,3.54,745.742878,4
Harman Kardon Speaker,Cat1,Apple,27,Average,90.8,Consumer Electronics,1997,298.33,31.19,267.14,0.47,19.14,2.98,9.0,1.6,0.06,2.44,0.42,5.21,145.522162,3
Lenovo Yoga,Cat2,Lenovo,23,Average,57.92,Appliance,2023,331.57,18.97,312.6,1.48,42.48,1.73,9.39,1.47,0.04,0.21,2.8,5.83,176.14531,4
ThinkPad X1,Cat3,Philips,1,Broken,81.38,IT Equipment,2010,471.51,22.07,449.44,2.63,28.21,2.27,1.06,0.51,0.26,8.28,4.78,4.68,307.5880630000001,5
Surface Laptop 4,Cat2,HP,18,Average,94.99,Consumer Electronics,2022,569.12,38.23,530.89,4.54,38.84,1.27,9.26,0.48,0.91,8.86,0.75,2.18,771.4248000000001,4
iPhone 12,Cat1,Samsung,21,Broken,55.57,Appliance,2017,480.8,9.89,470.91,4.45,7.85,1.62,4.16,1.29,0.44,6.47,3.73,0.69,541.0880430000001,3
Galaxy Note 20,Cat2,Toshiba,19,Average,70.97,Consumer Electronics,2019,507.07,18.16,488.91,4.51,24.13,2.51,5.26,0.39,0.61,5.29,3.35,1.14,593.7965250000001,4
Ring Doorbell,Cat1,Samsung,14,Average,69.16,IT Equipment,1993,422.46,22.21,400.25,0.68,5.84,1.18,9.61,0.66,0.65,14.05,0.49,4.62,442.586554,3
Sony Alpha A7,Cat3,Samsung,2,Broken,57.85,IT Equipment,2002,391.19,42.69,348.5,3.15,9.32,2.33,6.71,0.77,0.08,5.01,2.83,3.08,243.676768,5
Garmin Forerunner,Cat4,Lenovo,27,Average,81.78,Appliance,2015,465.79,27.52,438.27,3.54,22.6,0.39,2.21,1.75,0.44,0.24,2.15,6.46,520.80992,4
Dell XPS 13,Cat4,Lenovo,22,Broken,60.44,IT Equipment,1998,452.83,16.56,436.27,2.87,42.29,1.83,1.56,1.08,0.67,5.45,1.39,2.18,584.2826689999999,4
Pioneer AV Receiver,Cat1,Sony,4,Broken,78.7,IT Equipment,2007,577.72,15.95,561.77,4.66,23.38,2.09,2.9,0.35,0.58,3.93,1.4,6.61,582.0834799999999,3
Fitbit Versa 3,Cat1,Apple,19,Average,62.78,Appliance,2005,443.63,13.12,430.51,1.7,37.39,0.13,2.62,1.48,0.65,9.17,4.87,3.18,535.9913270000001,3
Xbox Series X,Cat4,Philips,11,Average,81.47,Consumer Electronics,1992,437.18,41.25,395.93,1.99,16.01,2.66,4.88,0.85,0.68,8.33,0.8,2.25,534.892305,4
Nintendo Switch,Cat2,Toshiba,12,Broken,55.1,IT Equipment,1998,319.93,22.33,297.6,0.87,27.13,0.3,1.74,1.52,0.49,8.3,1.04,2.23,405.561669,4
Nintendo Switch,Cat3,Dell,13,Good,66.46,Consumer Electronics,1992,465.32,42.63,422.69,2.47,7.1,1.22,9.95,1.42,0.75,12.64,0.31,1.09,628.2179360000001,5
Garmin Forerunner,Cat3,Panasonic,14,Average,50.01,Appliance,2015,331.21,14.34,316.87,0.57,19.81,1.69,8.77,1.48,0.25,14.53,1.65,0.42,251.852205,5
Toshiba Fire TV,Cat3,Apple,20,Good,69.13,IT Equipment,2016,431.6,14.33,417.27,1.17,14.17,0.24,4.68,1.99,0.75,3.94,0.96,6.99,594.812961,5
LG OLED TV,Cat3,Lenovo,8,Good,74.64,Consumer Electronics,2017,362.83,26.05,336.78,2.97,48.71,0.45,1.12,0.92,0.52,4.09,2.5,0.6,493.742785,5
LG OLED TV,Cat3,Toshiba,27,Average,76.41,Appliance,2000,508.87,6.7,502.17,4.84,14.55,0.42,8.68,0.54,0.65,11.41,0.97,0.59,639.734617,5
Dell XPS 13,Cat3,Apple,18,Good,55.12,Consumer Electronics,2017,309.73,42.08,267.65,0.35,25.36,1.17,0.39,1.9,0.05,12.0,1.69,2.61,148.84524399999998,5
Roku Ultra,Cat2,Lenovo,15,Good,75.75,Consumer Electronics,1990,430.69,46.51,384.18,4.32,44.97,0.07,5.1,0.62,0.22,12.82,1.08,0.05,371.92150300000003,4
Canon EOS R5,Cat2,Apple,9,Good,79.61,Appliance,2021,442.5,40.08,402.42,4.47,11.52,2.1,3.32,1.18,0.23,3.19,1.46,2.33,416.207116,4
Apple Watch Series 6,Cat2,Sony,29,Good,52.3,Appliance,2006,256.53,29.43,227.1,1.3,44.28,0.31,6.22,0.87,0.28,2.45,3.05,2.17,271.53296,4
ThinkPad X1,Cat4,HP,19,Broken,66.26,IT Equipment,2014,191.91,35.34,156.57,0.66,31.06,0.53,1.06,0.3,0.24,3.4,3.29,1.23,186.63953399999997,4
Dell XPS 13,Cat2,Dell,19,Broken,55.11,IT Equipment,2003,404.81,44.02,360.79,2.5,16.67,2.14,9.59,1.85,0.31,6.01,3.72,1.21,401.145227,4
Lenovo Yoga,Cat2,Toshiba,3,Average,51.35,Consumer Electronics,2024,384.85,27.58,357.27,1.78,12.61,0.92,7.51,1.44,0.79,1.83,4.08,2.62,618.2165929999999,4
LG OLED TV,Cat1,Toshiba,15,Broken,71.12,Appliance,2017,446.09,13.58,432.51,1.36,37.14,0.7,6.29,1.72,0.57,8.35,4.02,4.4,486.723622,3
LG Sound Bar,Cat4,LG,29,Good,92.44,Appliance,2013,580.22,10.97,569.25,2.27,40.62,1.87,3.49,0.04,0.76,11.3,4.97,6.55,551.249702,4
Galaxy S21,Cat4,Philips,16,Broken,54.95,IT Equipment,2016,596.23,48.82,547.41,4.23,19.9,0.15,1.77,0.79,0.94,7.29,3.01,5.45,789.649146,4
Galaxy Note 20,Cat1,Toshiba,18,Good,66.3,Consumer Electronics,1992,346.85,33.93,312.92,0.93,7.99,1.83,8.91,1.48,0.32,5.65,2.44,4.02,309.953649,3
Panasonic Viera,Cat2,Dell,27,Average,81.13,Consumer Electronics,2022,351.65,15.27,336.38,1.08,44.8,1.62,5.16,1.33,0.11,13.34,3.49,0.8,188.734534,4
Pixel 5,Cat2,LG,15,Broken,55.72,IT Equipment,1998,410.44,30.85,379.59,1.82,10.39,1.46,8.53,1.9,0.22,6.6,2.08,5.17,318.807443,4
Sony Alpha A7,Cat3,Dell,20,Good,67.51,Appliance,2024,317.12,41.17,275.95,2.08,23.03,0.55,2.37,0.88,0.58,5.35,2.16,0.16,482.205401,5
Garmin Forerunner,Cat4,Philips,11,Good,91.51,Consumer Electronics,2024,545.12,13.83,531.29,4.69,34.74,0.02,9.04,0.17,0.99,2.11,4.58,3.98,807.4562380000001,4
Roku Ultra,Cat1,LG,22,Broken,94.56,Consumer Electronics,2014,536.41,46.81,489.6,1.3,12.32,2.36,2.44,1.49,0.37,13.32,4.62,6.77,358.05869200000006,3
Sony Alpha A7,Cat1,HP,19,Broken,87.72,Consumer Electronics,1993,398.78,6.4,392.38,1.24,19.9,1.1,5.83,1.5,0.59,4.13,2.22,5.28,480.680762,3
Yamaha Receiver,Cat2,Samsung,13,Broken,84.85,Appliance,2004,505.76,46.61,459.15,2.29,45.8,2.82,5.88,1.95,0.12,14.95,4.26,1.83,287.97349599999995,4
Samsung Blu-ray Player,Cat1,Lenovo,25,Average,80.88,Consumer Electronics,2017,377.84,24.53,353.31,2.03,30.38,2.49,9.79,1.89,0.14,9.78,0.53,0.86,282.97589800000003,3
HP Spectre,Cat3,LG,2,Average,72.7,Consumer Electronics,1994,509.88,28.83,481.05,4.83,12.84,1.99,9.23,1.8,0.04,12.54,0.62,1.0,358.1696620000001,5
Roku Ultra,Cat1,Dell,27,Average,84.65,Consumer Electronics,2023,429.93,13.72,416.21,0.96,3.29,1.59,8.37,1.78,0.72,13.43,0.87,1.81,556.411297,3
MacBook Air,Cat2,LG,16,Good,58.12,IT Equipment,2001,234.23,31.86,202.37,0.34,18.68,2.87,6.09,0.42,0.08,5.0,4.79,1.1,87.011504,4
Pixel 5,Cat2,Toshiba,5,Good,74.06,Consumer Electronics,2012,453.36,35.06,418.3,3.21,48.8,1.16,6.78,0.48,0.54,0.73,0.4,6.61,494.34314,4
Google Home,Cat1,Samsung,12,Average,69.34,Appliance,2010,359.99,37.68,322.31,0.37,21.44,0.39,3.12,1.17,0.48,14.89,1.6,2.58,356.68368999999996,3
LG Sound Bar,Cat4,Sony,22,Average,86.84,IT Equipment,2010,397.42,33.78,363.64,0.78,32.46,0.34,4.46,0.68,0.62,13.58,2.5,3.18,430.85418999999996,4
LG OLED TV,Cat2,HP,11,Broken,92.85,Appliance,2009,283.25,44.81,238.44,1.02,46.2,1.6,0.05,0.01,0.03,6.91,1.48,4.17,69.422168,4
iPhone 12,Cat4,Toshiba,12,Average,54.05,IT Equipment,2000,587.2,38.22,548.98,2.26,32.84,2.59,4.13,1.55,0.92,7.19,0.6,6.55,723.5983899999999,4
Google Home,Cat3,Dell,2,Good,82.46,Appliance,2019,532.08,20.83,511.25,2.5,19.4,1.0,4.9,0.65,0.65,10.46,1.85,6.75,531.6043499999998,5
Samsung Blu-ray Player,Cat4,Apple,25,Broken,58.14,Appliance,1993,491.3,24.88,466.42,1.56,47.98,2.0,2.44,0.68,0.34,12.85,3.64,5.49,309.975354,4
iPhone 11,Cat3,Sony,11,Average,93.51,Appliance,2005,350.74,28.71,322.03,1.42,36.31,2.08,8.73,1.62,0.49,7.37,1.33,0.07,438.765933,5
Nest Thermostat,Cat1,Toshiba,15,Average,62.38,IT Equipment,2000,378.14,40.59,337.55,3.7,18.46,0.46,1.85,0.33,0.03,4.12,1.63,5.17,217.604128,3
Galaxy Tab S7,Cat1,Toshiba,20,Average,52.11,Consumer Electronics,1990,421.31,43.45,377.86,3.09,11.94,1.5,4.22,1.04,0.46,9.67,2.65,0.22,472.24181999999996,3
Apple TV 4K,Cat1,LG,19,Broken,93.75,Appliance,2024,664.05,14.39,649.66,2.89,38.44,2.03,4.9,1.99,0.76,12.83,4.55,5.51,686.19334,3
Roku Ultra,Cat4,Samsung,28,Average,76.19,Consumer Electronics,2006,427.32,45.89,381.43,2.79,48.07,0.06,0.4,0.65,0.39,4.06,2.15,6.32,396.280985,4
Samsung Galaxy Watch 3,Cat2,Philips,15,Broken,55.7,Consumer Electronics,2018,482.88,20.94,461.94,4.96,8.91,1.7,3.4,1.18,0.07,11.99,2.28,0.16,348.2914430000001,4
DJI Mavic Air 2,Cat3,Lenovo,11,Good,54.93,IT Equipment,1990,347.96,45.94,302.02,0.34,44.85,2.08,8.98,1.19,0.08,6.34,3.83,5.65,128.336763,5
ThinkPad X1,Cat4,Lenovo,1,Average,55.58,Appliance,1992,447.27,43.27,404.0,2.05,26.55,2.59,3.22,0.28,0.66,6.47,3.25,3.4,495.96087499999993,4
Oculus Quest 2,Cat3,Apple,7,Broken,71.64,Appliance,2003,428.19,22.69,405.5,2.33,12.36,1.51,3.8,0.15,0.89,4.98,3.6,2.52,633.7880099999999,5
Surface Pro 7,Cat2,Dell,13,Broken,55.99,Consumer Electronics,2016,540.75,14.29,526.46,4.37,19.46,2.01,6.46,0.77,0.28,10.56,2.41,3.55,418.186446,4
Yamaha Receiver,Cat4,Dell,7,Broken,59.93,IT Equipment,2005,458.22,7.81,450.41,0.25,17.98,2.38,5.43,1.88,0.59,8.2,2.18,6.59,453.30843799999997,4
Pioneer AV Receiver,Cat3,Panasonic,5,Broken,81.84,IT Equipment,2008,515.03,14.89,500.14,3.23,24.76,0.15,1.19,0.48,0.9,9.06,3.27,3.55,700.8311120000001,5
Surface Laptop 4,Cat4,Dell,5,Broken,61.64,Appliance,2000,403.24,8.45,394.79,1.74,13.84,0.17,0.96,1.52,0.51,3.67,2.91,6.14,460.02671599999996,4
LG OLED TV,Cat3,Panasonic,3,Average,73.06,IT Equipment,2012,438.16,35.83,402.33,3.9,32.32,0.39,6.13,1.14,0.19,12.94,2.14,0.34,362.156434,5
iPad Pro,Cat1,Lenovo,14,Good,59.13,IT Equipment,2005,415.8,23.05,392.75,0.28,31.8,0.79,5.96,1.28,0.67,14.69,0.92,3.59,467.365542,3
Surface Laptop 4,Cat2,Sony,22,Good,53.72,Appliance,2002,481.2,24.87,456.33,1.23,15.08,1.03,4.95,1.79,0.84,10.26,0.74,4.86,638.941694,4
Samsung Blu-ray Player,Cat3,Panasonic,3,Good,75.83,IT Equipment,2013,608.04,27.64,580.4,4.04,34.22,2.08,1.04,0.98,0.04,13.2,4.64,6.61,276.163494,5
Apple TV 4K,Cat2,Lenovo,11,Broken,51.28,Consumer Electronics,2011,451.42,25.47,425.95,2.04,46.66,2.51,4.1,0.02,0.76,6.62,2.09,3.25,538.808634,4
ThinkPad X1,Cat3,Panasonic,19,Broken,80.84,Consumer Electronics,1997,381.07,24.83,356.24,2.03,41.06,0.47,0.46,0.15,0.73,0.76,1.85,5.54,527.05221,5
GoPro Hero 9,Cat4,Sony,1,Good,75.23,Consumer Electronics,2009,382.49,8.19,374.3,2.65,27.27,0.89,6.11,1.87,0.16,0.13,2.66,5.51,323.2760410000001,4
Xbox Series X,Cat4,Panasonic,26,Average,51.3,Appliance,2017,448.42,36.32,412.1,4.07,7.5,0.48,3.35,1.66,0.45,1.46,0.55,4.61,547.57806,4
MacBook Pro,Cat2,Toshiba,2,Good,73.22,Consumer Electronics,2004,289.47,36.9,252.57,0.14,47.88,1.73,6.02,0.87,0.67,0.92,1.21,3.43,438.89357600000005,4
LG OLED TV,Cat2,HP,22,Broken,69.94,Appliance,2006,320.94,15.91,305.03,0.64,36.08,0.54,1.4,1.58,0.41,5.29,3.09,3.53,351.92015399999997,4
DJI Mavic Air 2,Cat1,Apple,11,Average,66.04,Appliance,2017,547.85,9.15,538.7,2.53,37.45,1.73,4.59,0.86,0.55,14.72,4.52,3.34,487.262067,3
Panasonic Viera,Cat2,Lenovo,2,Good,89.98,Consumer Electronics,2007,372.88,19.56,353.32,0.45,40.68,1.72,3.02,1.3,0.12,13.0,2.93,3.8,162.23075799999998,4
Galaxy Note 20,Cat4,Philips,23,Average,88.22,IT Equipment,2023,299.97,33.49,266.48,0.31,18.87,1.58,4.86,1.64,0.18,9.56,0.52,2.93,207.633627,4
Oculus Quest 2,Cat3,Philips,23,Average,64.75,Consumer Electronics,1991,323.89,29.07,294.82,1.0,36.8,2.1,0.13,0.71,0.21,12.24,0.42,1.22,209.108272,5
GoPro Hero 9,Cat1,Philips,3,Good,79.45,Appliance,1996,488.67,20.61,468.06,4.53,36.56,1.17,2.81,0.12,0.15,4.01,1.26,6.89,316.51418600000005,3
Surface Laptop 4,Cat4,Apple,27,Good,58.91,Appliance,1993,448.91,10.73,438.18,2.7,0.87,1.25,3.62,0.67,0.46,13.8,2.0,1.92,433.297425,4
Samsung Galaxy Watch 3,Cat1,LG,24,Good,50.83,Appliance,2015,502.86,12.53,490.33,4.73,29.71,1.81,0.09,0.78,0.78,0.48,4.33,1.32,722.4952629999999,3
Surface Pro 7,Cat1,Sony,27,Good,70.78,Appliance,1999,553.91,26.04,527.87,3.12,28.01,0.12,7.41,2.0,0.33,13.94,3.54,5.11,450.4775890000001,3
Galaxy Note 20,Cat4,Dell,12,Broken,77.06,Appliance,1990,432.51,20.99,411.52,3.84,35.3,0.89,0.77,0.62,0.51,6.16,2.67,1.12,514.9933219999999,4
Apple Watch Series 6,Cat1,Philips,16,Good,58.21,Appliance,1998,467.88,32.81,435.07,1.47,34.62,2.03,5.72,1.78,0.99,6.94,4.21,1.01,736.404406,3
Garmin Forerunner,Cat1,Samsung,23,Broken,80.92,Appliance,2014,475.24,46.25,428.99,3.45,37.12,2.39,0.85,1.18,0.2,10.69,0.02,2.59,349.22870200000006,3
Canon EOS R5,Cat3,Philips,29,Good,59.38,IT Equipment,2014,280.62,30.19,250.43,0.2,3.39,1.48,8.01,1.31,0.47,8.6,0.79,1.41,350.4604090000001,5
Google Home,Cat4,Sony,3,Broken,75.61,Appliance,2001,387.78,43.09,344.69,0.3,20.95,0.03,9.5,1.07,0.49,9.41,4.87,6.05,353.73948699999994,4
Nikon D850,Cat3,Sony,10,Average,94.33,Consumer Electronics,2011,321.62,22.43,299.19,0.55,23.44,1.02,1.1,0.34,0.62,8.12,4.31,1.89,401.530106,5
Samsung Blu-ray Player,Cat3,Philips,12,Good,53.46,IT Equipment,2012,572.93,38.87,534.06,4.99,8.21,2.64,9.8,0.75,0.74,0.01,1.07,5.46,711.512887,5
JBL Charge 4,Cat3,HP,27,Broken,85.12,Appliance,2003,363.3,8.71,354.59,1.28,8.3,1.37,1.88,1.19,0.25,10.22,1.34,3.72,271.255164,5
Oculus Quest 2,Cat1,Apple,9,Average,77.04,IT Equipment,1995,316.64,10.56,306.08,1.03,29.8,0.36,9.98,1.88,0.14,2.56,1.63,6.16,232.52753800000005,3
Samsung QLED TV,Cat1,Samsung,22,Good,63.65,Appliance,2003,547.91,17.85,530.06,2.65,15.09,0.74,2.52,1.06,0.82,13.63,2.07,4.06,657.972867,3
Sony Bravia TV,Cat1,Philips,29,Broken,80.62,Appliance,2014,456.37,8.49,447.88,2.09,21.42,0.41,2.15,1.24,0.85,3.07,3.31,5.43,657.1278259999999,3
Surface Laptop 4,Cat1,Panasonic,24,Broken,86.64,IT Equipment,2023,430.49,35.57,394.92,1.69,5.24,1.02,6.84,1.18,0.99,2.82,0.85,4.88,714.68185,3
Nest Thermostat,Cat2,Panasonic,16,Average,56.89,Appliance,2009,528.12,36.55,491.57,1.81,28.08,0.94,7.42,1.6,0.77,14.15,1.6,4.04,617.12208,4
