Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($)
iPhone 11,Cat3,4.51,0.68,1.32,8.27,5.19,3.86,7.75,8.71,6.51,292.86
TV,Cat4,8.39,4.12,1.57,3.03,2.9,6.45,6.92,2.96,9.46,498.89
Tablet,Cat3,0.74,2.81,9.31,2.28,9.66,9.58,7.46,7.26,3.98,537.12
Washing Machine,Cat1,0.95,7.94,6.89,1.32,3.21,8.85,8.45,9.81,1.63,420.61
Iron,Cat2,9.09,8.4,6.78,0.57,6.36,9.72,2.09,7.75,8.32,815.01
iPhone 11,Cat3,8.5,7.56,4.04,2.06,7.64,4.23,5.43,0.89,9.43,638.64
Monitor,Cat4,3.25,9.11,1.94,3.39,4.58,7.2,5.68,5.17,8.77,269.06
Vacuum Cleaner,Cat2,8.7,9.74,9.01,5.99,6.71,8.12,7.91,9.98,3.4,916.07
Smartphone,Cat3,6.02,1.21,7.38,8.32,0.64,8.24,8.52,0.68,2.0,692.08
Smartphone,Cat3,6.98,3.17,7.02,0.16,4.48,0.95,2.75,5.09,5.86,721.0
Audio Equipment,Cat4,2.06,4.18,0.66,4.28,5.3,3.68,3.84,2.48,4.6,139.12
Monitor,Cat4,4.67,3.83,6.12,8.29,4.73,0.6,5.54,7.92,6.83,559.65
Laptop,Cat3,5.9,2.6,5.18,4.92,3.39,9.68,0.66,1.42,8.04,569.17
Vacuum Cleaner,Cat2,3.83,9.27,4.01,5.89,9.51,6.61,1.09,7.32,6.31,408.62
Audio Equipment,Cat4,2.26,8.88,0.79,2.58,6.43,0.73,5.26,7.01,6.98,158.57
Tablet,Cat3,9.34,2.75,9.29,1.83,5.1,5.86,5.98,5.46,1.36,958.45
Monitor,Cat4,1.95,1.01,0.5,3.2,6.19,5.07,7.28,8.2,6.19,123.37
Fridge,Cat1,4.69,8.69,0.8,9.63,4.87,6.0,0.41,8.64,3.27,278.47
Washing Machine,Cat1,6.69,3.62,5.33,8.36,1.89,9.76,5.96,6.51,0.45,616.59
Microwave Oven,Cat2,4.02,9.92,2.71,7.38,2.17,1.34,5.65,3.97,8.04,348.47
Monitor,Cat4,6.3,0.52,0.25,3.66,3.52,5.74,9.39,2.7,1.85,323.41
Fridge,Cat1,8.46,7.17,5.56,2.52,5.56,9.47,0.99,5.73,6.66,717.96
Speaker,Cat4,6.36,2.16,1.71,5.57,2.81,4.99,4.42,5.55,8.31,405.5
Microwave Oven,Cat2,2.78,7.7,8.46,1.52,3.31,5.61,3.18,7.34,2.48,594.46
Stove,Cat1,0.63,0.29,1.35,8.02,3.45,1.57,3.5,9.18,7.82,103.53
Air Conditioner,Cat1,9.44,7.97,3.27,0.14,5.17,0.12,4.23,7.62,1.56,643.7
Audio Equipment,Cat4,5.74,8.56,8.41,9.48,8.79,4.51,9.0,7.65,9.07,737.77
Speaker,Cat4,2.59,8.71,8.09,3.68,4.5,5.62,0.93,3.94,6.12,565.89
Audio Equipment,Cat4,7.74,0.48,7.59,8.92,1.73,0.46,0.64,2.31,7.03,787.3
Audio Equipment,Cat4,6.9,4.04,6.92,4.02,2.14,1.31,3.06,0.28,1.49,712.19
Stove,Cat1,6.62,4.45,1.6,1.8,9.01,7.09,2.24,6.57,5.71,413.82
Washing Machine,Cat1,4.37,2.84,6.37,2.17,9.14,2.62,1.83,6.45,3.92,557.84
Iron,Cat2,8.5,0.41,3.26,3.84,6.92,8.53,8.81,1.07,2.66,592.82
Toaster,Cat2,9.32,1.48,7.07,2.23,2.65,1.86,4.45,0.16,4.39,837.68
Fridge,Cat1,8.69,6.0,8.23,5.14,7.03,5.81,4.96,3.83,3.54,871.61
TV,Cat4,9.17,3.16,9.03,4.67,6.34,3.46,9.11,3.29,9.39,936.38
Stove,Cat1,3.06,1.24,2.03,0.7,2.05,4.66,2.02,8.37,1.68,259.95
Fridge,Cat1,3.69,4.94,3.76,2.09,8.58,2.77,8.3,4.63,1.77,385.78
iPhone 11,Cat3,3.24,2.12,0.61,4.61,1.16,3.77,0.85,7.93,4.94,193.19
Microwave Oven,Cat2,3.07,8.68,4.02,9.95,1.04,5.5,8.63,6.85,8.24,371.33
Washing Machine,Cat1,7.51,5.7,7.97,6.65,9.22,1.94,1.47,1.36,4.6,799.48
Vacuum Cleaner,Cat2,7.26,4.69,8.28,5.96,0.35,2.85,8.1,2.28,7.38,803.12
Vacuum Cleaner,Cat2,5.68,1.27,1.36,4.65,8.32,3.84,0.25,0.83,3.14,352.88
Tablet,Cat3,4.0,4.95,5.46,0.61,3.47,6.05,1.55,7.07,7.84,492.09
Washing Machine,Cat1,8.58,9.2,6.24,6.47,8.85,5.0,0.23,5.66,1.55,761.42
Tablet,Cat3,2.74,9.06,0.8,1.1,2.44,4.41,6.17,5.7,8.92,182.81
TV,Cat4,1.01,2.26,6.78,4.87,2.02,9.49,4.48,3.45,4.25,414.41
Fridge,Cat1,5.16,4.52,8.77,4.2,9.14,3.53,1.67,4.5,4.28,726.23
Air Conditioner,Cat1,9.83,7.71,3.32,6.77,6.35,6.84,4.17,8.72,8.4,665.53
iPhone 11,Cat3,8.46,8.6,6.76,6.95,8.2,9.5,9.96,4.21,2.51,783.12
Air Conditioner,Cat1,3.37,8.53,3.69,3.36,6.54,2.24,5.37,2.96,7.12,368.32
Washing Machine,Cat1,4.8,7.19,7.35,3.88,8.34,3.32,3.28,3.18,0.49,633.97
Washing Machine,Cat1,4.32,0.57,6.71,7.51,8.79,6.43,4.43,1.5,9.51,572.37
Speaker,Cat4,3.14,0.69,7.42,9.02,2.61,6.32,6.68,0.34,1.07,552.41
Vacuum Cleaner,Cat2,5.43,9.6,7.7,5.77,4.31,0.23,1.32,8.55,1.48,684.95
TV,Cat4,9.4,5.88,7.06,5.62,5.05,7.96,6.32,7.49,9.21,843.75
Speaker,Cat4,6.43,8.61,1.87,8.59,2.09,6.05,9.52,9.61,8.44,421.22
Washing Machine,Cat1,3.28,5.76,9.32,1.62,7.45,4.2,3.59,6.57,6.66,664.02
Air Conditioner,Cat1,1.33,1.19,8.44,4.44,7.54,4.16,4.58,2.68,6.78,518.44
Laptop,Cat3,4.29,8.12,8.2,4.05,7.44,2.56,4.36,3.91,1.96,654.96
Iron,Cat2,3.6,7.77,8.11,0.72,4.42,2.07,1.11,0.15,4.64,615.98
iPhone 11,Cat3,3.57,3.67,1.55,1.84,0.82,2.96,8.74,8.25,7.63,260.64
Fridge,Cat1,7.17,5.14,7.58,6.5,7.77,4.9,9.99,4.07,4.38,761.59
Laptop,Cat3,4.6,8.12,4.25,9.65,8.06,9.4,4.82,3.81,5.21,458.69
iPhone 11,Cat3,7.22,3.02,5.29,0.17,1.38,2.66,2.15,4.52,1.57,640.0
Microwave Oven,Cat2,5.47,1.91,7.91,5.38,2.34,1.89,7.22,3.88,0.87,693.76
Monitor,Cat4,9.81,9.94,6.11,7.42,1.32,3.25,2.65,1.04,7.43,815.18
Microwave Oven,Cat2,6.57,5.07,5.64,9.76,1.37,1.96,2.59,6.12,1.47,627.98
Laptop,Cat3,9.68,5.9,1.02,4.97,1.48,8.79,9.35,6.85,2.62,533.85
Air Conditioner,Cat1,0.58,9.39,2.07,3.41,4.26,2.26,9.7,0.12,6.32,144.89
Audio Equipment,Cat4,8.16,1.66,9.89,0.56,1.03,6.07,6.11,0.87,9.09,931.94
Air Conditioner,Cat1,2.49,6.5,1.91,8.09,8.42,5.3,6.12,7.79,8.57,228.63
Microwave Oven,Cat2,2.67,3.95,7.08,2.53,6.66,7.02,4.0,2.53,3.83,513.03
Fridge,Cat1,4.27,0.22,3.08,1.89,5.59,3.68,9.1,0.56,5.43,375.11
TV,Cat4,0.55,7.7,7.55,3.1,7.74,0.16,1.49,3.02,8.01,436.08
Vacuum Cleaner,Cat2,1.37,9.75,5.5,2.94,7.88,0.9,9.04,9.16,4.48,367.73
Toaster,Cat2,2.72,9.99,8.93,1.51,7.43,6.08,8.46,2.86,6.9,618.07
Speaker,Cat4,6.25,6.7,2.97,7.91,2.74,7.7,7.23,0.21,1.56,470.26
Air Conditioner,Cat1,8.18,0.36,6.04,7.52,7.97,0.25,0.34,5.38,8.56,725.88
Stove,Cat1,3.01,0.68,9.79,5.68,8.98,4.83,6.82,3.64,5.03,673.06
TV,Cat4,8.96,8.56,2.91,9.62,0.66,7.78,6.04,8.43,5.72,601.24
Toaster,Cat2,3.56,9.08,7.54,5.24,8.46,3.34,9.1,7.35,2.99,584.31
Fridge,Cat1,9.24,2.95,0.32,2.66,0.38,1.88,0.54,1.7,9.99,472.89
Tablet,Cat3,8.52,4.56,6.35,7.8,9.91,4.21,4.56,6.14,2.06,761.71
Washing Machine,Cat1,8.41,9.93,2.53,4.69,5.04,6.46,1.16,1.69,6.73,554.67
Fridge,Cat1,1.55,1.84,8.91,2.67,5.47,9.41,1.41,4.44,4.51,554.87
Tablet,Cat3,7.35,0.95,0.82,4.33,9.01,9.75,0.69,7.34,2.5,405.94
Toaster,Cat2,8.37,6.82,7.67,3.21,2.17,3.81,6.13,4.65,8.71,826.24
Tablet,Cat3,3.21,3.38,4.55,9.72,4.75,8.03,7.61,2.89,1.36,403.67
Vacuum Cleaner,Cat2,9.21,6.43,0.14,1.44,5.3,7.32,4.54,7.65,8.24,463.94
Speaker,Cat4,6.57,3.6,5.39,0.98,7.27,3.61,0.59,5.54,1.37,613.86
Washing Machine,Cat1,3.1,6.78,8.36,4.59,0.88,5.31,0.62,0.35,5.79,604.25
Microwave Oven,Cat2,9.36,5.18,9.58,9.47,1.07,3.08,3.46,4.03,3.53,976.26
Iron,Cat2,3.0,8.61,2.5,0.35,4.83,7.29,0.85,1.5,7.13,286.5
Vacuum Cleaner,Cat2,0.31,5.35,4.55,5.76,7.34,4.39,2.49,8.52,0.82,262.28
Fridge,Cat1,2.87,0.84,3.76,9.22,5.25,1.91,9.07,2.77,1.88,343.08
Microwave Oven,Cat2,8.64,5.09,9.83,2.1,1.95,8.88,4.88,6.0,7.58,954.35
iPhone 11,Cat3,5.01,2.03,6.99,3.05,0.3,3.39,5.27,5.82,9.57,621.93
Audio Equipment,Cat4,9.43,0.38,1.4,1.13,0.9,5.98,3.06,0.52,8.01,538.71
Washing Machine,Cat1,7.26,8.5,8.21,7.85,3.85,3.73,6.79,4.23,8.92,801.62
Air Conditioner,Cat1,8.23,4.21,4.9,0.88,3.34,7.28,3.73,9.76,2.47,669.53
Vacuum Cleaner,Cat2,2.07,1.88,8.72,4.12,8.78,7.72,3.23,5.46,1.47,570.28
Iron,Cat2,2.11,5.95,3.78,3.24,5.43,2.34,6.91,9.46,9.6,309.74
Monitor,Cat4,2.91,2.72,7.21,8.8,6.69,6.92,0.2,9.93,8.32,531.09
TV,Cat4,5.76,9.69,5.23,9.73,8.73,5.93,0.15,3.9,9.61,569.04
TV,Cat4,4.64,7.78,2.01,6.58,0.4,2.19,8.42,5.35,7.26,340.19
iPhone 11,Cat3,4.77,3.31,2.54,8.66,3.99,7.25,5.78,5.41,9.81,372.56
TV,Cat4,1.28,5.24,4.0,7.28,7.73,2.39,6.06,8.43,0.86,280.37
Vacuum Cleaner,Cat2,5.47,7.63,5.88,0.61,6.67,9.28,2.57,6.18,2.95,588.47
Vacuum Cleaner,Cat2,6.11,4.91,6.41,0.88,7.04,5.52,1.82,7.55,1.95,646.69
Air Conditioner,Cat1,2.84,6.32,6.94,2.09,4.72,8.82,8.09,9.59,6.32,515.25
Monitor,Cat4,3.28,1.66,9.13,4.85,2.69,7.44,0.18,4.64,2.66,651.49
iPhone 11,Cat3,6.19,1.31,9.59,3.61,3.63,4.91,8.82,6.51,3.1,818.89
Vacuum Cleaner,Cat2,6.6,3.81,2.29,8.14,8.26,0.73,7.94,7.49,9.66,449.31
Smartphone,Cat3,9.82,8.69,7.74,0.5,0.58,9.55,8.77,5.89,9.17,902.4
Audio Equipment,Cat4,7.22,3.7,6.76,7.8,7.26,2.1,7.7,0.23,8.2,719.23
Speaker,Cat4,5.39,1.8,5.02,8.16,4.87,5.21,2.8,9.68,4.07,535.02
Vacuum Cleaner,Cat2,6.62,1.4,8.2,3.2,4.55,2.69,5.23,2.4,3.46,765.56
Microwave Oven,Cat2,7.12,0.63,1.72,4.11,1.47,4.45,5.34,7.73,4.06,442.47
Toaster,Cat2,8.18,8.58,8.19,1.47,6.72,9.44,6.88,2.66,1.14,845.95
Speaker,Cat4,6.49,3.06,1.01,2.19,0.29,2.77,9.79,9.28,9.47,374.82
Tablet,Cat3,9.85,6.24,7.55,3.63,9.22,9.13,7.15,2.58,0.25,892.4
Stove,Cat1,2.51,6.92,5.98,9.3,1.23,1.31,3.5,3.46,4.99,447.75
Audio Equipment,Cat4,9.8,8.89,3.93,5.49,7.47,9.28,5.69,5.99,1.4,697.48
Fridge,Cat1,6.3,9.27,8.4,4.92,0.83,7.59,3.4,8.19,7.86,765.1
Tablet,Cat3,4.32,5.7,4.19,2.98,7.73,0.12,7.66,0.25,5.25,440.15
Laptop,Cat3,4.2,9.29,9.33,2.2,9.5,8.36,9.62,1.04,2.87,711.89
Vacuum Cleaner,Cat2,1.79,0.75,5.04,7.07,9.75,8.26,1.31,6.69,9.26,358.72
Monitor,Cat4,1.68,2.25,3.51,7.96,0.36,6.28,5.15,7.04,7.02,272.03
Fridge,Cat1,2.94,7.95,1.61,3.29,7.0,5.6,1.48,8.97,3.36,235.48
Air Conditioner,Cat1,2.03,7.13,5.8,7.59,1.77,1.14,8.17,2.6,1.72,414.65
Audio Equipment,Cat4,9.14,2.99,0.13,0.74,0.7,7.13,2.01,1.31,0.6,457.92
Vacuum Cleaner,Cat2,6.28,1.14,6.8,6.59,9.84,4.63,8.62,9.0,0.2,673.8
Stove,Cat1,5.18,9.84,8.83,7.4,6.37,0.83,2.57,5.47,2.84,733.39
Air Conditioner,Cat1,8.18,2.49,3.69,4.67,6.37,7.67,8.46,2.3,0.45,601.3
Laptop,Cat3,8.37,9.15,0.82,2.28,3.34,6.0,7.83,9.49,3.07,460.61
TV,Cat4,0.95,9.41,4.27,2.25,0.26,8.45,9.27,9.75,6.43,281.02
Iron,Cat2,3.47,3.53,9.99,6.6,9.12,7.12,4.05,4.28,0.91,708.06
Smartphone,Cat3,7.3,3.63,3.36,4.84,8.41,5.04,1.52,4.93,9.15,541.02
Air Conditioner,Cat1,8.9,7.51,7.24,0.58,8.6,0.4,2.62,6.45,5.11,829.67
Washing Machine,Cat1,3.8,0.27,8.19,8.33,9.12,9.07,4.34,4.18,8.9,626.0
Smartphone,Cat3,3.75,0.39,2.61,4.1,1.83,3.66,3.59,1.84,2.63,324.42
iPhone 11,Cat3,1.59,7.07,0.77,9.54,4.97,0.27,7.08,5.92,0.12,123.51
Vacuum Cleaner,Cat2,6.58,5.99,5.89,4.63,4.08,6.54,2.87,1.53,0.55,642.52
Iron,Cat2,0.97,3.69,3.44,3.85,5.27,1.53,2.35,9.31,5.16,234.2
Iron,Cat2,4.72,7.67,8.57,0.39,4.58,0.13,1.95,9.1,8.17,695.57
Audio Equipment,Cat4,7.33,0.49,8.21,4.22,7.24,7.86,5.59,1.53,1.01,800.6
TV,Cat4,3.2,8.33,8.9,4.32,8.64,7.08,3.09,3.51,8.24,639.13
TV,Cat4,5.17,7.8,3.89,2.97,4.76,5.63,7.17,4.51,5.1,467.1
Audio Equipment,Cat4,0.93,9.1,0.76,5.81,9.02,0.89,8.25,7.26,5.59,91.78
Vacuum Cleaner,Cat2,3.58,0.96,0.71,2.43,3.76,9.91,2.84,3.58,3.0,214.74
Speaker,Cat4,3.41,8.47,0.62,7.94,7.68,3.81,9.89,8.68,4.74,205.81
Microwave Oven,Cat2,4.46,7.79,8.58,2.62,0.26,7.03,7.24,0.91,3.95,683.47
Microwave Oven,Cat2,9.96,7.21,6.5,9.99,1.95,3.95,5.27,2.4,1.71,841.9
iPhone 11,Cat3,8.17,6.4,0.53,4.55,7.45,4.86,9.33,7.53,6.34,433.7
Audio Equipment,Cat4,9.92,5.99,0.4,6.7,2.57,1.68,6.42,5.45,5.59,512.36
Stove,Cat1,3.65,7.11,7.82,6.2,3.12,8.35,9.46,3.26,2.84,602.62
Microwave Oven,Cat2,3.0,4.95,5.14,3.21,6.95,7.51,1.82,9.92,5.45,425.89
Laptop,Cat3,0.26,9.81,2.76,7.92,0.61,6.39,8.43,7.02,1.49,166.41
Fridge,Cat1,2.91,9.6,4.37,1.81,7.77,2.94,2.66,7.95,7.17,382.8
iPhone 11,Cat3,3.59,7.16,8.82,7.33,3.92,3.47,5.71,0.36,10.0,653.2
Audio Equipment,Cat4,4.27,9.89,8.88,3.15,0.9,4.22,0.98,7.47,3.28,691.37
Smartphone,Cat3,0.92,3.45,7.88,1.1,9.11,7.2,7.3,5.12,6.6,469.66
Washing Machine,Cat1,3.92,3.65,3.06,2.32,7.0,9.89,8.93,3.07,8.59,358.94
Tablet,Cat3,5.92,6.26,8.95,6.74,9.8,9.65,5.95,5.8,9.08,774.34
Smartphone,Cat3,3.5,5.88,9.1,5.48,8.81,5.37,7.67,4.18,8.75,663.16
Stove,Cat1,3.7,9.69,5.89,4.41,2.53,3.44,6.8,9.74,8.06,503.05
Monitor,Cat4,7.3,3.04,1.66,9.33,7.9,3.05,6.22,3.55,9.88,449.55
Stove,Cat1,7.49,3.76,2.11,5.61,8.51,2.38,6.64,3.58,8.13,483.4
TV,Cat4,9.95,2.85,2.67,2.06,7.63,7.31,4.5,4.07,3.85,633.84
Vacuum Cleaner,Cat2,2.7,6.44,4.91,8.26,0.17,4.5,0.24,2.3,8.18,399.53
Stove,Cat1,9.02,1.17,7.27,2.64,8.28,0.63,9.42,3.82,0.8,833.54
Vacuum Cleaner,Cat2,0.74,3.0,2.96,2.86,4.12,6.54,7.37,9.42,6.71,196.86
Smartphone,Cat3,5.93,9.08,9.07,1.6,5.85,9.2,9.45,5.22,9.53,782.81
Smartphone,Cat3,2.75,2.53,2.51,8.74,5.08,2.45,7.66,4.67,9.06,271.18
Monitor,Cat4,0.52,2.79,8.25,6.01,3.17,8.45,1.69,0.28,2.81,469.39
Laptop,Cat3,8.41,3.51,1.05,0.67,1.22,3.03,3.93,7.26,4.57,471.58
Air Conditioner,Cat1,8.26,6.47,2.33,1.36,4.42,6.65,7.43,0.13,2.08,534.6
iPhone 11,Cat3,4.08,0.24,5.13,8.14,1.07,7.39,8.41,6.08,4.63,475.64
Toaster,Cat2,1.81,9.35,0.34,4.8,7.12,7.91,3.08,2.18,8.85,112.76
Air Conditioner,Cat1,3.35,5.98,0.79,7.56,9.81,5.78,2.15,3.12,3.96,210.61
Laptop,Cat3,5.92,0.57,1.36,8.42,4.19,4.85,5.35,2.86,6.03,364.23
Toaster,Cat2,3.73,1.98,5.98,8.29,7.17,7.79,1.48,3.85,8.27,505.07
Air Conditioner,Cat1,3.24,7.45,4.6,1.36,5.62,7.79,7.44,6.98,2.46,410.17
Microwave Oven,Cat2,3.79,8.43,7.34,6.2,4.62,7.47,4.36,7.58,7.83,584.54
Stove,Cat1,5.09,6.81,0.15,2.62,7.92,0.43,1.33,6.26,1.84,262.16
Toaster,Cat2,0.23,5.79,4.54,9.97,6.01,0.5,2.82,9.71,7.66,257.97
Stove,Cat1,5.73,6.4,5.93,8.03,7.73,9.19,3.56,2.63,9.17,603.23
Smartphone,Cat3,5.34,5.12,0.23,7.22,6.18,9.86,1.35,8.51,9.43,277.91
Audio Equipment,Cat4,5.73,3.12,3.5,2.62,8.95,8.63,6.95,5.78,7.21,471.16
Stove,Cat1,5.06,7.54,5.43,5.95,8.7,8.33,3.88,5.84,9.49,544.17
Vacuum Cleaner,Cat2,6.73,1.12,2.32,2.86,8.08,3.41,6.54,7.45,2.82,455.81
Vacuum Cleaner,Cat2,3.94,1.33,9.6,2.33,3.24,9.99,5.44,7.43,3.44,708.97
TV,Cat4,6.73,6.56,3.88,2.01,2.03,8.64,5.64,0.61,5.39,542.53
TV,Cat4,2.54,6.2,9.25,0.89,4.2,9.57,0.38,5.38,3.78,624.22
iPhone 11,Cat3,5.36,0.26,2.09,1.93,3.85,7.49,8.37,0.18,3.41,375.7
TV,Cat4,0.47,3.95,6.6,2.88,0.12,6.63,5.21,6.35,1.45,379.12
iPhone 11,Cat3,3.21,7.86,0.88,2.8,0.94,6.15,6.47,0.19,2.08,209.51
Air Conditioner,Cat1,0.5,2.42,8.31,7.64,5.33,2.8,9.76,7.64,6.5,471.34
Stove,Cat1,0.47,1.41,2.57,4.41,5.52,0.26,1.05,2.36,2.29,161.69
Microwave Oven,Cat2,6.27,1.42,4.61,1.59,7.01,6.13,1.44,4.38,3.04,556.12
Stove,Cat1,1.46,4.61,5.51,3.03,1.22,7.79,2.09,4.42,1.5,369.77
Toaster,Cat2,0.2,6.73,8.45,3.05,1.45,7.75,1.09,2.44,8.03,466.61
iPhone 11,Cat3,8.94,4.32,4.29,8.45,4.67,0.93,1.31,4.13,7.86,671.7
iPhone 11,Cat3,4.19,4.83,3.38,3.64,2.39,9.52,4.52,3.33,2.75,389.96
Fridge,Cat1,6.4,0.94,2.2,1.54,6.99,4.13,7.59,9.76,0.58,433.06
Iron,Cat2,8.12,9.75,3.99,5.19,0.62,0.55,0.67,0.5,6.9,618.38
Smartphone,Cat3,0.25,1.69,9.42,1.22,9.05,4.55,0.75,2.62,9.45,518.2
Smartphone,Cat3,4.39,8.63,5.25,1.16,9.18,9.89,3.1,7.3,3.67,502.26
Toaster,Cat2,5.05,8.9,0.61,2.24,6.82,1.73,2.84,2.71,7.87,286.05
iPhone 11,Cat3,0.97,0.8,1.19,6.66,8.41,0.46,1.24,9.23,5.9,112.01
Air Conditioner,Cat1,7.03,1.4,2.73,7.96,0.34,8.93,0.28,4.08,9.83,492.68
Fridge,Cat1,5.06,4.37,7.59,2.57,9.16,9.66,4.47,6.9,6.85,658.12
Iron,Cat2,1.76,9.08,1.4,1.42,6.14,3.64,0.41,6.27,6.59,166.85
Toaster,Cat2,4.45,8.4,8.93,2.14,7.59,0.55,1.08,6.41,0.51,702.06
Vacuum Cleaner,Cat2,1.1,8.33,2.15,3.42,2.47,5.44,1.54,9.8,9.46,174.16
Microwave Oven,Cat2,3.08,6.54,3.23,1.5,2.97,3.75,2.78,4.87,9.41,328.26
Speaker,Cat4,1.76,6.23,3.4,0.15,0.24,7.84,4.97,2.49,0.2,272.37
Stove,Cat1,5.68,6.47,6.46,9.65,8.47,2.09,0.78,6.15,3.48,629.09
Washing Machine,Cat1,7.2,4.52,8.74,4.71,6.41,0.63,9.04,7.68,1.41,824.77
Smartphone,Cat3,2.02,6.24,2.19,8.2,4.85,9.82,9.28,1.35,0.86,220.42
Fridge,Cat1,5.95,1.38,5.81,7.04,7.93,5.84,2.93,3.76,6.26,604.68
Laptop,Cat3,5.14,3.73,6.13,3.96,3.43,0.56,3.98,9.31,2.38,583.21
Washing Machine,Cat1,6.94,6.51,4.12,9.67,7.24,6.22,5.17,5.0,9.14,565.7
Microwave Oven,Cat2,6.23,2.29,0.71,3.8,8.09,2.48,8.75,4.62,7.11,345.63
Air Conditioner,Cat1,2.09,6.85,9.96,8.11,1.3,0.14,4.26,1.42,5.4,640.31
TV,Cat4,2.6,5.04,6.2,1.6,9.64,2.92,9.61,2.97,4.69,463.03
Toaster,Cat2,9.03,2.23,8.02,0.12,5.43,8.73,4.53,9.19,6.33,874.93
Stove,Cat1,2.32,0.91,9.44,4.54,5.36,6.63,2.5,3.55,2.79,620.52
TV,Cat4,8.98,6.94,1.76,5.31,2.68,3.88,0.88,4.28,2.15,539.63
Laptop,Cat3,4.75,1.47,6.7,6.29,2.01,3.16,7.62,3.27,3.1,593.32
Iron,Cat2,1.62,3.29,4.9,7.29,8.31,3.48,8.97,8.09,5.29,344.21
TV,Cat4,1.25,6.19,8.64,6.6,8.41,6.3,3.26,1.65,7.12,528.14
Monitor,Cat4,2.29,7.29,4.44,5.13,4.83,3.11,6.77,2.81,9.66,354.72
TV,Cat4,1.14,10.0,5.99,3.67,7.2,5.55,1.45,5.45,6.75,382.9
TV,Cat4,8.49,7.27,7.03,6.51,4.88,8.79,2.66,9.6,4.49,798.24
iPhone 11,Cat3,3.66,4.21,4.61,7.41,0.15,1.78,7.38,3.4,2.1,429.29
Toaster,Cat2,3.45,4.29,3.31,0.19,5.32,1.79,7.81,6.6,5.7,349.44
Smartphone,Cat3,3.02,9.43,7.66,3.12,2.44,2.03,3.38,3.1,7.09,564.3
Audio Equipment,Cat4,7.54,6.32,1.94,6.31,5.82,9.07,2.35,6.37,1.93,478.3
Air Conditioner,Cat1,1.14,1.46,8.11,8.4,9.39,0.48,3.09,7.77,6.51,491.53
Laptop,Cat3,0.37,9.96,6.91,7.62,3.35,7.66,1.48,8.93,0.62,394.32
Microwave Oven,Cat2,0.92,9.94,0.69,4.89,9.53,1.84,1.94,5.08,9.32,88.04
Stove,Cat1,2.93,9.17,9.6,4.0,1.9,4.14,3.53,7.55,4.19,663.7
Speaker,Cat4,4.67,1.0,8.69,8.08,2.73,6.09,0.78,9.88,5.21,695.81
Stove,Cat1,4.41,1.65,5.22,4.13,9.95,6.22,7.13,0.38,9.47,497.58
Stove,Cat1,6.15,1.12,7.88,6.26,1.25,1.37,8.98,7.61,0.16,725.09
TV,Cat4,8.5,6.57,2.13,9.54,0.43,5.05,7.94,7.25,7.38,535.65
Vacuum Cleaner,Cat2,8.32,2.95,2.8,3.12,2.43,5.85,2.72,8.08,4.03,560.67
iPhone 11,Cat3,2.37,6.36,3.3,1.49,7.14,5.3,3.33,2.15,2.2,297.11
TV,Cat4,9.88,3.64,9.86,6.88,8.07,8.3,9.34,0.95,2.85,1016.13
Iron,Cat2,4.44,8.99,8.15,4.15,5.28,2.17,9.43,0.7,7.68,660.11
Audio Equipment,Cat4,6.25,2.17,7.01,5.27,9.41,9.24,2.66,3.97,9.9,684.25
Laptop,Cat3,7.17,1.57,0.39,8.78,8.58,1.49,2.7,4.73,9.15,374.25
Toaster,Cat2,7.18,8.94,6.88,8.61,5.86,1.63,3.5,7.5,8.34,726.67
Iron,Cat2,4.48,2.68,1.57,6.62,1.86,1.89,6.53,4.47,7.18,305.85
Monitor,Cat4,8.18,7.05,4.57,5.29,9.07,5.17,0.48,3.11,1.27,651.06
Tablet,Cat3,1.29,0.41,5.15,5.57,7.42,1.41,5.0,8.86,7.19,339.69
Iron,Cat2,5.27,0.29,0.96,5.31,7.8,6.43,0.36,7.58,0.68,310.78
Fridge,Cat1,6.65,8.43,6.35,7.66,3.62,5.09,3.5,6.56,5.72,671.97
Toaster,Cat2,7.54,3.2,6.82,1.03,1.28,9.94,4.69,7.85,5.4,737.94
Air Conditioner,Cat1,6.0,5.44,4.74,2.36,5.21,7.87,4.41,3.17,0.11,552.13
Monitor,Cat4,3.27,3.75,8.27,7.69,0.43,6.28,2.82,3.95,8.85,606.06
Stove,Cat1,3.13,9.71,0.55,2.33,2.17,3.63,6.37,6.48,4.7,188.93
Tablet,Cat3,7.54,0.9,6.4,9.45,5.5,6.14,8.53,7.26,9.63,714.11
Washing Machine,Cat1,1.67,9.39,3.07,4.07,3.52,8.38,6.91,1.28,6.51,252.14
Audio Equipment,Cat4,8.12,3.5,6.59,4.04,6.95,7.38,3.54,8.25,4.72,754.32
Stove,Cat1,4.71,6.67,8.96,5.62,7.6,8.24,5.61,4.19,0.73,715.6
Air Conditioner,Cat1,7.36,3.16,4.77,6.73,8.56,6.94,0.35,1.8,2.44,619.28
Audio Equipment,Cat4,1.39,0.18,9.69,9.21,3.81,4.44,1.95,1.78,2.89,587.74
Vacuum Cleaner,Cat2,5.24,7.48,2.66,3.71,4.07,2.35,9.47,4.43,0.97,404.38
Laptop,Cat3,3.59,8.65,2.54,3.7,3.43,8.48,3.53,5.36,1.59,317.66
